"","geography","periodicity","seasonadj","geo_level","ind_level","industry","ownercode","sex","agegrp","race","ethnicity","education","firmage","firmsize","year","quarter","Emp","EmpEnd","EmpS","EmpTotal","EmpSpv","HirA","HirN","HirR","Sep","HirAEnd","SepBeg","HirAEndRepl","HirAEndR","SepBegR","HirAEndReplR","HirAS","HirNS","SepS","SepSnx","TurnOvrS","FrmJbGn","FrmJbLs","FrmJbC","FrmJbGnS","FrmJbLsS","FrmJbCS","EarnS","EarnBeg","EarnHirAS","EarnHirNS","EarnSepS","Payroll","state","Open.State.MOU","Abbr","Name","Ag..Abbr","Ag..Name","Option","Version"
"500",27,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,205042,206883,173292,252046,169004,47004,40727,6277,45163,33591,31750,21716,0.163,0.154,0.105,25475,23643,21187,28976,0.157,11875,9993,1882,12168,7911,4257,1368,1233,954,955,979,818472201,"MN",NA,"MN","Minnesota","MNDES","Minnesota Department of Economic Security","B",2
"501",27,"Q","U","S","S","81","A00",0,"A00","A0","A0","E0",0,0,2014,1,85669,88199,77406,100334,75797,14665,12520,2145,12136,10793,8263,4769,0.124,0.095,0.055,7554,6662,5946,7998,0.1,6024,3524,2500,4828,3203,1624,2525,2371,1505,1569,1512,652215090,"MN",NA,"MN","Minnesota","MNDES","Minnesota Department of Economic Security","B",2
"502",27,"Q","U","S","S","92","A00",0,"A00","A0","A0","E0",0,0,2014,1,116022,116625,110034,125371,108011,9350,6727,2623,8746,6591,5988,3809,0.057,0.051,0.033,6122,5057,4098,5796,0.054,2782,2252,530,3192,1170,2022,4106,3996,2640,3024,2745,1442382761,"MN",NA,"MN","Minnesota","MNDES","Minnesota Department of Economic Security","B",2
"504",28,"Q","U","S","S","11","A00",0,"A00","A0","A0","E0",0,0,2014,1,11324,11990,10025,14125,10186,2801,1930,871,2135,1965,1299,705,0.169,0.111,0.06,750,578,912,1078,0.091,1260,599,660,451,615,-164,2573,2420,2062,2114,2148,90281939,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"505",28,"Q","U","S","S","21","A00",0,"A00","A0","A0","E0",0,0,2014,1,6137,6271,5485,7188,5621,1051,831,220,917,786,652,296,0.127,0.105,0.048,371,323,506,427,0.073,490,368,122,196,337,-141,6883,6451,4521,4512,5089,128672730,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"506",28,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,9450,9359,9052,9908,9198,458,304,154,549,307,398,179,0.033,0.042,0.019,220,200,365,295,0.028,128,210,-82,110,238,-128,6099,6090,3837,3923,5953,175901375,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"507",28,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,53827,52907,43566,68807,46130,14980,12598,2382,15900,9341,10261,4448,0.175,0.192,0.083,4638,3799,7202,6552,0.128,4893,5683,-789,2223,4739,-2516,3684,3404,3129,3195,3788,616041195,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"508",28,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,138519,140351,127745,155742,126543,17223,14846,2377,15391,12606,10774,7486,0.09,0.077,0.054,9124,6790,7922,9361,0.072,5120,3296,1824,4781,3415,1366,3859,3670,2725,2595,2973,1597423383,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"509",28,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,34375,34328,31486,38094,31930,3719,3232,488,3766,2842,2889,1319,0.083,0.084,0.038,1842,1622,2286,2147,0.063,1523,1622,-99,1001,1473,-472,4310,4099,2851,2885,3210,446938853,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"510",28,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,138763,136708,118366,162765,116663,24002,21043,2959,26057,18342,20397,12265,0.133,0.148,0.089,14056,12965,12353,14725,0.122,6077,8178,-2101,5613,3945,1668,2248,2008,1277,1260,1436,862224449,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"511",28,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,39933,40611,35028,47373,34750,7440,6141,1298,6762,5583,4905,2908,0.139,0.122,0.072,3306,2999,3028,3453,0.096,2675,2075,601,1524,1233,291,3425,3147,2452,2466,2532,410897966,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"512",28,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,15102,14552,13467,18713,13360,3611,3368,243,4160,1085,1635,644,0.073,0.11,0.043,1029,966,921,1021,0.076,441,963,-522,572,420,152,3918,3627,2170,2199,2319,168750315,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"513",28,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,31999,31938,30055,34481,30295,2482,2242,240,2542,1883,1944,1000,0.059,0.061,0.031,1444,1319,1684,1727,0.053,883,929,-46,723,961,-239,4834,4685,2633,2552,3153,456805609,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"514",28,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,11948,12073,10711,13666,10800,1718,1497,221,1593,1362,1237,614,0.113,0.103,0.051,862,780,951,1011,0.087,748,621,127,529,610,-81,2985,2798,2134,2124,2096,107443307,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"515",28,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,31267,33118,28764,37277,27608,6010,4400,1611,4159,4354,2503,1135,0.135,0.078,0.035,3077,1773,1921,2744,0.101,3219,1414,1805,2481,1306,1174,4331,4139,3164,3009,2898,417537828,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"516",28,"Q","U","S","S","55","A00",0,"A00","A0","A0","E0",0,0,2014,1,11800,11699,10916,12769,10928,970,874,96,1070,783,884,555,0.067,0.075,0.047,659,602,671,788,0.066,228,318,-89,279,271,8,5399,5276,4829,5119,4090,194566490,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"517",28,"Q","U","S","S","56","A00",0,"A00","A0","A0","E0",0,0,2014,1,57647,59088,43947,83740,43095,26093,23142,2952,24652,15141,13700,9687,0.259,0.235,0.166,7925,7181,7073,9065,0.193,5454,4060,1394,3324,2341,984,2210,1848,1528,1549,1682,373804543,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"518",28,"Q","U","S","S","61","A00",0,"A00","A0","A0","E0",0,0,2014,1,112964,113840,108284,119942,100697,6978,4648,2330,6102,5556,4680,3082,0.049,0.041,0.027,10801,3830,3213,10543,0.099,2474,1389,1085,8129,824,7306,2984,2917,2180,1735,2155,1007472767,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"519",28,"Q","U","S","S","62","A00",0,"A00","A0","A0","E0",0,0,2014,1,160802,161106,148127,177346,147852,16544,14158,2386,16240,12979,12675,8705,0.081,0.079,0.054,10159,8830,9884,11572,0.073,4274,4030,244,3813,3596,217,3310,3142,2228,2261,2164,1590431381,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"520",28,"Q","U","S","S","71","A00",0,"A00","A0","A0","E0",0,0,2014,1,11406,11772,9977,13861,10043,2455,1771,684,2088,1795,1429,859,0.155,0.123,0.074,956,788,1022,1248,0.11,936,553,383,373,445,-73,1794,1644,1105,1120,1323,58922970,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"521",28,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,111970,115769,91847,145820,91601,33850,30503,3347,30051,23922,20123,15891,0.21,0.177,0.14,12881,11092,12636,15824,0.156,8031,4156,3874,4931,4558,374,1560,1369,993,966,1138,502119535,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"522",28,"Q","U","S","S","81","A00",0,"A00","A0","A0","E0",0,0,2014,1,21317,22015,19079,25373,19163,4056,3287,769,3358,2936,2238,1218,0.136,0.103,0.056,1536,1281,1620,1972,0.092,1718,1004,714,945,1038,-93,2618,2457,1946,1951,2265,170356990,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"523",28,"Q","U","S","S","92","A00",0,"A00","A0","A0","E0",0,0,2014,1,54001,55469,51296,58827,50957,4826,2661,2165,3358,4173,2705,1767,0.076,0.049,0.032,2698,1979,2359,2782,0.053,2406,901,1505,1122,796,326,2676,2618,2026,1975,2192,449113353,"MS",NA,"MS","Mississippi","MS","Mississippi Department of Employment Security","NA",1
"525",29,"Q","U","S","S","11","A00",0,"A00","A0","A0","E0",0,0,2014,1,11000,11537,9959,13163,10016,2163,1775,388,1626,1578,1041,669,0.14,0.092,0.059,723,539,781,911,0.082,909,378,531,410,484,-74,2524,2393,2041,2260,1795,84773298,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"526",29,"Q","U","S","S","21","A00",0,"A00","A0","A0","E0",0,0,2014,1,3586,3524,3350,3852,3461,266,199,68,328,174,236,82,0.049,0.066,0.023,103,89,214,186,0.043,92,163,-71,42,158,-116,5675,5452,3355,3415,3728,62856276,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"527",29,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,19414,19360,18929,19982,18278,569,410,158,622,431,485,266,0.022,0.025,0.014,1078,1043,427,492,0.041,165,206,-41,784,211,573,6423,6389,5263,5347,5115,372502694,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"528",29,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,117289,117489,103392,138954,103850,21665,17958,3707,21465,14097,13897,6092,0.12,0.118,0.052,8572,7179,9030,9552,0.088,8005,7906,98,4904,5478,-574,4026,3774,3109,3167,3176,1426343980,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"529",29,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,228360,229650,214639,247798,215315,19438,17109,2329,18148,15011,13721,8519,0.066,0.06,0.037,10288,9105,10964,11839,0.052,6492,5221,1272,4536,5116,-580,4227,4081,2779,2809,3126,2876127576,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"530",29,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,120440,121807,112558,131994,111948,11554,10219,1335,10187,9249,7882,4305,0.076,0.065,0.036,6766,6209,6156,7319,0.063,4944,3545,1400,3880,3202,678,5348,5151,3244,3317,3710,1943444799,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"531",29,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,295714,288270,257149,335939,253380,40225,36245,3980,47669,31121,38565,22440,0.107,0.132,0.077,27854,25837,24085,29751,0.112,8681,16352,-7671,10242,6526,3715,2295,2082,1251,1243,1367,1962443123,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"532",29,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,91663,90479,81855,103009,81492,11346,10186,1160,12530,8624,9808,5760,0.095,0.108,0.063,6685,6044,6322,7305,0.085,2864,4046,-1182,2677,2365,312,3511,3350,2263,2304,2568,970704754,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"533",29,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,46633,46225,42534,51683,43081,5050,4483,567,5458,3691,4099,2268,0.079,0.088,0.049,2748,2573,3296,2920,0.067,1423,1967,-544,1193,1829,-636,5629,5369,2867,2926,3553,778799926,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"534",29,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,112597,113648,106312,124811,106425,12215,11354,861,11163,7336,6285,3869,0.065,0.056,0.034,5229,4962,5342,6086,0.053,3467,2444,1024,2432,2520,-88,6911,6695,3853,3859,4391,2326053420,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"535",29,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,34418,34815,31096,39175,31239,4757,4250,507,4360,3719,3322,2019,0.107,0.096,0.058,2438,2215,2582,2738,0.083,1700,1313,388,1161,1313,-152,3470,3259,2205,2277,2320,359104211,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"536",29,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,136069,140729,125623,155614,123116,19545,15766,3779,14885,15106,10446,5988,0.109,0.075,0.043,10469,8327,7963,10695,0.084,9118,4591,4527,6557,4223,2334,5603,5385,3431,3764,3806,2347206594,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"537",29,"Q","U","S","S","55","A00",0,"A00","A0","A0","E0",0,0,2014,1,71026,72271,66990,77260,66803,6234,5703,531,4989,5281,4036,2956,0.074,0.056,0.041,3441,3275,3254,3651,0.053,2325,1070,1255,1087,864,223,7312,7075,3849,3846,5093,1603130492,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"538",29,"Q","U","S","S","56","A00",0,"A00","A0","A0","E0",0,0,2014,1,150205,149526,116792,205672,117176,55467,50406,5061,56146,32734,33413,23259,0.218,0.223,0.155,18490,16996,18874,19524,0.163,9475,10366,-890,6133,6680,-547,2734,2315,1841,1878,1842,1160257493,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"539",29,"Q","U","S","S","61","A00",0,"A00","A0","A0","E0",0,0,2014,1,230715,233105,221630,245377,212766,14662,10626,4036,12272,11475,9085,7079,0.049,0.039,0.031,14793,8562,5929,24205,0.088,4396,2002,2394,9698,1002,8695,3001,2918,817,1111,1588,2086955765,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"540",29,"Q","U","S","S","62","A00",0,"A00","A0","A0","E0",0,0,2014,1,414130,416980,379174,462802,377665,48672,43964,4708,45822,37806,34956,25214,0.091,0.084,0.061,28169,25676,26660,32660,0.08,12592,9792,2800,11267,9694,1574,3434,3236,1961,2001,2050,4192905585,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"541",29,"Q","U","S","S","71","A00",0,"A00","A0","A0","E0",0,0,2014,1,47896,49039,42862,56288,42775,8393,6418,1975,7249,6177,5034,3048,0.127,0.104,0.063,3418,2675,3331,4286,0.09,3129,1920,1209,1585,1565,21,3093,2872,1511,1673,1534,427235822,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"542",29,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,232449,235270,192453,292012,191991,59564,53921,5643,56742,42817,39996,29553,0.183,0.171,0.126,26899,24712,26437,33205,0.156,13264,10426,2838,10079,9669,410,1350,1208,944,943,948,914001943,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"543",29,"Q","U","S","S","81","A00",0,"A00","A0","A0","E0",0,0,2014,1,74732,76664,67462,87242,67343,12509,10554,1956,10578,9202,7270,4448,0.122,0.096,0.059,5554,4805,5434,8921,0.107,4754,2862,1892,3087,2981,106,2527,2366,1523,1567,1360,561915262,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"544",29,"Q","U","S","S","92","A00",0,"A00","A0","A0","E0",0,0,2014,1,97660,97820,93472,102949,93132,5289,4231,1058,5129,4348,4188,2964,0.044,0.043,0.03,3721,3206,3380,4069,0.042,1384,1193,190,1310,997,313,3096,3029,1981,2066,2184,901563128,"MO",NA,"MO","Missouri","MODOLID","Missouri Department of Labor and Industrial Division of Employment Security","B",2
"546",30,"Q","U","S","S","11","A00",0,"A00","A0","A0","E0",0,0,2014,1,4229,4459,3794,5134,3675,905,609,296,674,665,435,194,0.153,0.1,0.045,409,272,291,374,0.103,471,246,225,316,195,121,2689,2555,1736,1941,1657,35151360,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"547",30,"Q","U","S","S","21","A00",0,"A00","A0","A0","E0",0,0,2014,1,8105,8071,7377,9090,7268,985,842,144,1019,694,728,400,0.086,0.09,0.049,610,531,501,629,0.084,294,324,-30,334,217,117,7708,7380,5650,5857,6155,192723562,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"548",30,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,3505,3478,3385,3672,3364,167,106,61,194,93,120,50,0.027,0.034,0.014,122,112,101,144,0.039,43,65,-23,68,51,17,7651,7500,4322,4569,5759,76255176,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"549",30,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,23162,23538,20344,27828,19909,4665,3932,734,4290,3194,2818,1306,0.137,0.121,0.056,2226,1741,1791,2226,0.109,1888,1493,395,1540,1084,456,3289,3052,2667,2714,2690,234796378,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"550",30,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,18686,18389,16705,21001,16809,2314,2018,296,2612,1684,1981,879,0.091,0.107,0.047,1236,1084,1340,1320,0.077,805,1097,-293,645,750,-105,3918,3686,2509,2537,2351,215558464,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"551",30,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,16855,16963,15643,18516,15642,1661,1457,203,1553,1320,1212,673,0.078,0.072,0.04,938,849,937,1117,0.066,647,547,100,541,535,6,4717,4521,2800,2928,3085,235549936,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"552",30,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,53745,55035,46769,64046,45848,10301,6893,3408,9011,8266,6976,3431,0.152,0.128,0.063,5278,4755,4357,5913,0.12,4835,3228,1607,2519,1596,923,2298,2091,1271,1279,1413,367971873,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"553",30,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,12295,12014,10713,14100,10457,1805,1589,215,2085,1301,1582,785,0.107,0.13,0.065,1202,1020,945,1437,0.123,516,803,-286,701,442,259,3354,3098,2302,2421,2749,122252861,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"554",30,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,6547,6454,6004,7215,6006,669,512,156,761,450,543,252,0.069,0.084,0.039,392,353,394,455,0.071,198,294,-96,191,193,-2,3582,3406,2192,2155,2327,71060954,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"555",30,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,15260,15426,14539,16406,14427,1146,1025,121,981,887,721,403,0.058,0.047,0.026,716,669,605,807,0.052,484,316,168,431,312,119,5113,4967,2715,2735,3105,230314688,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"556",30,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,5230,5365,4671,6160,4634,930,779,151,795,694,559,262,0.131,0.106,0.049,422,337,385,469,0.095,432,301,131,282,247,35,2628,2461,1893,1884,1970,40878792,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"557",30,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,19925,20886,18618,22806,18230,2881,2295,586,1919,2268,1307,582,0.111,0.064,0.029,1421,1128,1033,1387,0.075,1686,716,970,1071,679,392,4776,4611,3057,3274,2988,287107525,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"558",30,"Q","U","S","S","55","A00",0,"A00","A0","A0","E0",0,0,2014,1,2113,2120,1947,2322,1952,210,180,30,203,173,166,114,0.082,0.078,0.054,126,115,132,140,0.068,59,52,8,46,51,-5,5682,5376,2188,2233,2473,35771881,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"559",30,"Q","U","S","S","56","A00",0,"A00","A0","A0","E0",0,0,2014,1,15632,15687,12733,20373,12636,4741,4084,657,4686,2954,2899,1755,0.189,0.185,0.112,1721,1486,1624,1966,0.145,1199,1127,72,825,708,117,2441,2143,1630,1707,1580,112853756,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"560",30,"Q","U","S","S","61","A00",0,"A00","A0","A0","E0",0,0,2014,1,43346,43530,40461,48341,37291,4995,3229,1766,4811,3069,2885,2254,0.071,0.066,0.052,4561,2101,1391,6151,0.132,815,610,205,3400,204,3196,2995,2847,722,988,1470,374019166,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"561",30,"Q","U","S","S","62","A00",0,"A00","A0","A0","E0",0,0,2014,1,65024,65702,59693,72596,59015,7572,6373,1199,6894,6009,5331,4083,0.092,0.082,0.062,4722,4266,4044,7940,0.106,1926,1282,644,1754,1107,646,3334,3157,2016,2079,2896,643499862,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"562",30,"Q","U","S","S","71","A00",0,"A00","A0","A0","E0",0,0,2014,1,10714,11064,9361,13344,8049,2630,1955,675,2280,1703,1353,951,0.156,0.124,0.087,2016,1228,705,2185,0.224,752,405,347,1592,293,1299,1635,1500,1311,1310,1238,52540919,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"563",30,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,45902,46192,37725,58060,36631,12158,10627,1532,11868,8467,8177,5743,0.184,0.178,0.125,6247,5234,5154,7657,0.184,2724,2400,324,3400,2214,1186,1336,1190,1148,1097,1081,182782306,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"564",30,"Q","U","S","S","81","A00",0,"A00","A0","A0","E0",0,0,2014,1,16267,16751,14772,18960,14501,2693,2227,465,2209,1979,1495,807,0.12,0.091,0.049,1385,1176,1115,1620,0.102,1172,670,502,889,622,266,2167,2050,1364,1420,1523,107009642,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"565",30,"Q","U","S","S","92","A00",0,"A00","A0","A0","E0",0,0,2014,1,27099,27092,25789,28813,25574,1714,1293,421,1721,1303,1310,993,0.048,0.048,0.037,1256,1011,1040,1471,0.053,310,302,8,444,218,226,3441,3370,2181,2449,2405,273147543,"MT",NA,"MT","Montana","MT","Montana Department of Labor and Industry","B",2
"567",31,"Q","U","S","S","11","A00",0,"A00","A0","A0","E0",0,0,2014,1,11554,11805,10407,13381,10501,1827,1476,351,1575,1398,1147,612,0.12,0.098,0.052,763,627,856,769,0.074,786,534,252,424,514,-90,3027,2917,2244,2257,2290,110090677,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"568",31,"Q","U","S","S","21","A00",0,"A00","A0","A0","E0",0,0,2014,1,1055,1127,953,1304,954,248,192,57,177,174,102,58,0.159,0.093,0.053,68,62,69,83,0.079,116,37,79,44,49,-5,4504,4248,3995,4233,3364,13702152,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"569",31,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,8262,8203,8055,8436,8126,175,139,36,233,148,207,110,0.018,0.025,0.013,119,109,189,150,0.017,38,101,-64,32,103,-72,6506,6454,3644,3876,5405,167038898,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"570",31,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,40881,41359,36534,47598,36912,6718,5725,993,6239,4825,4347,2057,0.117,0.106,0.05,2661,2333,3039,3092,0.079,2768,2249,519,1551,1921,-369,3415,3192,2367,2404,2440,417124397,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"571",31,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,100122,100218,94022,108228,93727,8105,7477,628,8010,6196,6100,4340,0.062,0.061,0.043,4796,4465,4501,5642,0.056,1856,1794,62,1706,1386,319,4031,3886,2661,2680,2865,1171221859,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"572",31,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,41555,42045,38899,45397,38722,3842,3291,552,3352,3146,2656,1468,0.075,0.064,0.035,2228,2037,2050,2423,0.06,1678,1186,492,1236,1041,195,4746,4569,3113,3218,3315,603730990,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"573",31,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,104805,101400,90761,118441,88181,13636,12172,1464,17041,10639,14044,7971,0.103,0.136,0.077,10772,10076,8192,10676,0.118,2668,5973,-3305,4898,2297,2601,2092,1887,1116,1128,1284,629827680,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"574",31,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,39610,39652,34204,46998,33995,7388,6782,607,7346,5448,5406,3981,0.137,0.136,0.1,3584,3321,3375,3849,0.109,1467,1534,-68,979,800,180,3295,3012,2348,2369,2426,382228159,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"575",31,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,17674,17655,16408,19224,16493,1550,1371,179,1569,1247,1266,755,0.071,0.072,0.043,958,926,1043,1214,0.066,492,528,-36,380,486,-106,5008,4781,2609,2604,3106,260303500,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"576",31,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,55213,55559,52525,59475,52342,4262,3951,311,3915,3034,2688,1747,0.055,0.049,0.032,2493,2395,2310,2605,0.049,1287,935,352,1136,965,171,6025,5875,3303,3210,3992,979515026,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"577",31,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,9020,9068,8257,10032,8280,1012,878,134,963,811,763,426,0.09,0.084,0.047,560,521,582,717,0.077,385,334,51,311,330,-19,3132,2963,2116,2177,2210,83201426,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
"578",31,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,43421,44860,40387,49296,39345,5875,4547,1328,4436,4473,3034,1734,0.101,0.069,0.039,3346,2789,2304,3310,0.082,2739,1325,1414,2152,1152,1000,5062,4867,3021,3244,3393,664019760,"NE",NA,"NE","Nebraska","NEDOL","Nebraska Department of Labor","NA",1
